College Name,Branch,OC,BC,BCM,MBC,SC,SCA,ST,District
"SNS College of Technology (Autonomous), Sathy Main Road, Vazhiyampalayam, Saravanampatti Post, Coimbatore-641035. (2726)",Mechatronics Engineering (MZ),148.5,142.5,114.5,122.0,95.5,110.5,,Coimbatore
"Solamalai College of Engineering , S.V Raja Nagar, Veerapanjan, Madurai-625020. (5914)",Artificial Intelligence and Data Science (AD),142.5,109.0,97.5,107.0,86.0,140.0,,Madurai
"Solamalai College of Engineering , S.V Raja Nagar, Veerapanjan, Madurai-625020. (5914)",CIVIL  ENGINEERING (CE),111.0,89.0,,,,,,Madurai
"Solamalai College of Engineering , S.V Raja Nagar, Veerapanjan, Madurai-625020. (5914)",COMPUTER SCIENCE AND BUSSINESS SYSTEM (CB),135.5,112.0,110.5,98.5,96.0,,,Madurai
"Solamalai College of Engineering , S.V Raja Nagar, Veerapanjan, Madurai-625020. (5914)",COMPUTER SCIENCE AND ENGINEERING (CS),130.5,102.5,119.5,117.5,96.5,119.0,,Madurai
"Solamalai College of Engineering , S.V Raja Nagar, Veerapanjan, Madurai-625020. (5914)",ELECTRICAL AND ELECTRONICS ENGINEERING (EE),119.0,115.0,,,,,,Madurai
"Solamalai College of Engineering , S.V Raja Nagar, Veerapanjan, Madurai-625020. (5914)",ELECTRONICS AND COMMUNICATION ENGINEERING (EC),131.5,107.0,125.5,96.0,99.5,,,Madurai
"Solamalai College of Engineering , S.V Raja Nagar, Veerapanjan, Madurai-625020. (5914)",MECHANICAL ENGINEERING (ME),90.5,,,,,,,Madurai
"Sona College of Technology (Autonomous), Sona Nagar, Thiagarajar Polytechnic College Road, Suramangalam (P.O),Salem District-636005. (2618)",Artificial Intelligence and Data Science (AD),177.5,172.0,172.0,170.0,122.5,117.0,124.0,Salem
"Sona College of Technology (Autonomous), Sona Nagar, Thiagarajar Polytechnic College Road, Suramangalam (P.O),Salem District-636005. (2618)",BIO MEDICAL ENGINEERING (BM),158.5,147.5,158.0,145.5,131.5,129.5,,Salem
"Sona College of Technology (Autonomous), Sona Nagar, Thiagarajar Polytechnic College Road, Suramangalam (P.O),Salem District-636005. (2618)",CIVIL  ENGINEERING (CE),149.0,122.0,,133.5,120.0,,,Salem
"Sona College of Technology (Autonomous), Sona Nagar, Thiagarajar Polytechnic College Road, Suramangalam (P.O),Salem District-636005. (2618)",COMPUTER SCIENCE AND DESIGN (CD),170.5,167.5,160.0,164.0,118.0,114.0,,Salem
"Sona College of Technology (Autonomous), Sona Nagar, Thiagarajar Polytechnic College Road, Suramangalam (P.O),Salem District-636005. (2618)",COMPUTER SCIENCE AND ENGINEERING (CS),181.0,176.0,168.5,173.5,137.5,138.0,145.5,Salem
"Sona College of Technology (Autonomous), Sona Nagar, Thiagarajar Polytechnic College Road, Suramangalam (P.O),Salem District-636005. (2618)",COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING) (AM),172.5,169.0,168.0,168.5,131.5,,,Salem
"Sona College of Technology (Autonomous), Sona Nagar, Thiagarajar Polytechnic College Road, Suramangalam (P.O),Salem District-636005. (2618)",Electrical and Computer Engineering (EF),165.0,154.5,158.5,152.0,86.0,,,Salem
"Sona College of Technology (Autonomous), Sona Nagar, Thiagarajar Polytechnic College Road, Suramangalam (P.O),Salem District-636005. (2618)",ELECTRICAL AND ELECTRONICS ENGINEERING (EE),165.5,160.5,152.5,159.5,121.0,101.0,,Salem
"Sona College of Technology (Autonomous), Sona Nagar, Thiagarajar Polytechnic College Road, Suramangalam (P.O),Salem District-636005. (2618)",ELECTRONICS AND COMMUNICATION ENGINEERING (EC),175.0,170.0,164.5,167.0,125.0,129.0,108.0,Salem
"Sona College of Technology (Autonomous), Sona Nagar, Thiagarajar Polytechnic College Road, Suramangalam (P.O),Salem District-636005. (2618)",Electronics and Computer Engineering (EX),165.5,157.5,160.0,157.0,100.5,104.5,110.5,Salem
"Sona College of Technology (Autonomous), Sona Nagar, Thiagarajar Polytechnic College Road, Suramangalam (P.O),Salem District-636005. (2618)",FASHION TECHNOLOGY (FT),150.0,142.5,138.0,123.0,87.0,,,Salem
"Sona College of Technology (Autonomous), Sona Nagar, Thiagarajar Polytechnic College Road, Suramangalam (P.O),Salem District-636005. (2618)",INFORMATION TECHNOLOGY (IT),175.0,171.0,163.5,170.5,126.5,119.0,134.5,Salem
"Sona College of Technology (Autonomous), Sona Nagar, Thiagarajar Polytechnic College Road, Suramangalam (P.O),Salem District-636005. (2618)",MECHANICAL ENGINEERING (ME),153.5,143.0,125.5,142.0,90.5,106.0,,Salem
"Sona College of Technology (Autonomous), Sona Nagar, Thiagarajar Polytechnic College Road, Suramangalam (P.O),Salem District-636005. (2618)",Mechatronics Engineering (MZ),156.5,150.5,155.5,147.5,110.5,,,Salem
"Sree Krishna College of Engineering, Anaicut Post, Unnai Village, Vellore-632101. (1438)",CIVIL  ENGINEERING (CE),,,,,,,,Vellore
"Sree Krishna College of Engineering, Anaicut Post, Unnai Village, Vellore-632101. (1438)",COMPUTER SCIENCE AND ENGINEERING (CS),79.0,,,,,,,Vellore
"Sree Krishna College of Engineering, Anaicut Post, Unnai Village, Vellore-632101. (1438)",ELECTRICAL AND ELECTRONICS ENGINEERING (EE),,,,,,,,Vellore
"Sree Krishna College of Engineering, Anaicut Post, Unnai Village, Vellore-632101. (1438)",ELECTRONICS AND COMMUNICATION ENGINEERING (EC),114.5,,,,,,,Vellore
"Sree Krishna College of Engineering, Anaicut Post, Unnai Village, Vellore-632101. (1438)",MECHANICAL ENGINEERING (ME),,,,,,,,Vellore
"Sree Sakthi Engineering College (Autonomous), 899/1 & 898/2, Bettathapuram, Bilichi Village, Karamadai, Coimbatore-641104. (2673)",Artificial Intelligence and Data Science (AD),151.0,131.5,90.5,138.5,112.5,104.5,,Coimbatore
"Sree Sakthi Engineering College (Autonomous), 899/1 & 898/2, Bettathapuram, Bilichi Village, Karamadai, Coimbatore-641104. (2673)",CIVIL  ENGINEERING (CE),120.0,102.0,,115.0,100.0,104.5,,Coimbatore
"Sree Sakthi Engineering College (Autonomous), 899/1 & 898/2, Bettathapuram, Bilichi Village, Karamadai, Coimbatore-641104. (2673)",COMPUTER SCIENCE AND ENGINEERING (CS),151.5,144.0,131.5,132.0,112.5,117.5,106.5,Coimbatore
"Sree Sakthi Engineering College (Autonomous), 899/1 & 898/2, Bettathapuram, Bilichi Village, Karamadai, Coimbatore-641104. (2673)",COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING) (AM),145.5,133.0,129.5,132.5,125.5,116.0,110.5,Coimbatore
"Sree Sakthi Engineering College (Autonomous), 899/1 & 898/2, Bettathapuram, Bilichi Village, Karamadai, Coimbatore-641104. (2673)",Computer Science and Engineering (Cyber Security) (SC),148.5,129.0,140.5,129.5,123.5,145.0,133.5,Coimbatore
"Sree Sakthi Engineering College (Autonomous), 899/1 & 898/2, Bettathapuram, Bilichi Village, Karamadai, Coimbatore-641104. (2673)",ELECTRICAL AND ELECTRONICS ENGINEERING (EE),129.5,112.5,,115.5,114.0,115.5,,Coimbatore
"Sree Sakthi Engineering College (Autonomous), 899/1 & 898/2, Bettathapuram, Bilichi Village, Karamadai, Coimbatore-641104. (2673)",ELECTRONICS AND COMMUNICATION ENGINEERING (EC),146.5,120.5,94.0,127.5,111.0,119.0,135.5,Coimbatore
"Sree Sakthi Engineering College (Autonomous), 899/1 & 898/2, Bettathapuram, Bilichi Village, Karamadai, Coimbatore-641104. (2673)",INFORMATION TECHNOLOGY (IT),151.0,125.0,130.5,130.0,125.0,126.0,,Coimbatore
"Sree Sakthi Engineering College (Autonomous), 899/1 & 898/2, Bettathapuram, Bilichi Village, Karamadai, Coimbatore-641104. (2673)",MECHANICAL ENGINEERING (ME),114.5,103.5,,108.5,101.5,99.0,,Coimbatore
"Sree Sastha Institute of Engineering and Technology, Chennai-Bangalore Highway, Chembarambakkam, Thiruvallur District, Chennai-600123. (1217)",Artificial Intelligence and Data Science (AD),114.0,108.5,,91.5,112.5,,,Chennai
"Sree Sastha Institute of Engineering and Technology, Chennai-Bangalore Highway, Chembarambakkam, Thiruvallur District, Chennai-600123. (1217)",AUTOMOBILE ENGINEERING (AU),,,,,,,,Chennai
"Sree Sastha Institute of Engineering and Technology, Chennai-Bangalore Highway, Chembarambakkam, Thiruvallur District, Chennai-600123. (1217)",BIO MEDICAL ENGINEERING (BM),113.5,,,,,,,Chennai
"Sree Sastha Institute of Engineering and Technology, Chennai-Bangalore Highway, Chembarambakkam, Thiruvallur District, Chennai-600123. (1217)",BIO TECHNOLOGY (BT),102.5,,,,,,,Chennai
"Sree Sastha Institute of Engineering and Technology, Chennai-Bangalore Highway, Chembarambakkam, Thiruvallur District, Chennai-600123. (1217)",CIVIL  ENGINEERING (CE),,,,,,,,Chennai
"Sree Sastha Institute of Engineering and Technology, Chennai-Bangalore Highway, Chembarambakkam, Thiruvallur District, Chennai-600123. (1217)",COMPUTER SCIENCE AND BUSSINESS SYSTEM (CB),98.0,,,,,,,Chennai
"Sree Sastha Institute of Engineering and Technology, Chennai-Bangalore Highway, Chembarambakkam, Thiruvallur District, Chennai-600123. (1217)",COMPUTER SCIENCE AND ENGINEERING (CS),143.0,96.5,89.5,124.5,107.5,,,Chennai
"Sree Sastha Institute of Engineering and Technology, Chennai-Bangalore Highway, Chembarambakkam, Thiruvallur District, Chennai-600123. (1217)",COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING) (AM),116.0,,,113.0,97.0,,,Chennai
"Sree Sastha Institute of Engineering and Technology, Chennai-Bangalore Highway, Chembarambakkam, Thiruvallur District, Chennai-600123. (1217)",Computer Science and Engineering (Cyber Security) (SC),109.5,103.0,,,,,,Chennai
"Sree Sastha Institute of Engineering and Technology, Chennai-Bangalore Highway, Chembarambakkam, Thiruvallur District, Chennai-600123. (1217)",ELECTRICAL AND ELECTRONICS ENGINEERING (EE),97.5,,,,,,,Chennai
"Sree Sastha Institute of Engineering and Technology, Chennai-Bangalore Highway, Chembarambakkam, Thiruvallur District, Chennai-600123. (1217)",ELECTRONICS AND COMMUNICATION ENGINEERING (EC),90.0,,,,,,,Chennai
"Sree Sastha Institute of Engineering and Technology, Chennai-Bangalore Highway, Chembarambakkam, Thiruvallur District, Chennai-600123. (1217)",FOOD TECHNOLOGY (FD),95.5,,,,,,,Chennai
"Sree Sastha Institute of Engineering and Technology, Chennai-Bangalore Highway, Chembarambakkam, Thiruvallur District, Chennai-600123. (1217)",INFORMATION TECHNOLOGY (IT),99.0,,,,,,,Chennai
"Sree Sastha Institute of Engineering and Technology, Chennai-Bangalore Highway, Chembarambakkam, Thiruvallur District, Chennai-600123. (1217)",MECHANICAL AND AUTOMATION ENGINEERING (MU),106.0,,,,,,,Chennai
"Sree Sowdambika College of Engineering, Chettikurichi, Aruppukottai, Virudhunagar-626134. (4970)",CIVIL  ENGINEERING (CE),111.5,,,,,,,Virudhunagar
"Sree Sowdambika College of Engineering, Chettikurichi, Aruppukottai, Virudhunagar-626134. (4970)",COMPUTER SCIENCE AND ENGINEERING (CS),112.0,88.0,,89.5,88.5,104.0,,Virudhunagar
"Sree Sowdambika College of Engineering, Chettikurichi, Aruppukottai, Virudhunagar-626134. (4970)",ELECTRICAL AND ELECTRONICS ENGINEERING (EE),83.5,,,,,,,Virudhunagar
"Sree Sowdambika College of Engineering, Chettikurichi, Aruppukottai, Virudhunagar-626134. (4970)",ELECTRONICS AND COMMUNICATION ENGINEERING (EC),97.5,,,,,,,Virudhunagar
"Sree Sowdambika College of Engineering, Chettikurichi, Aruppukottai, Virudhunagar-626134. (4970)",MECHANICAL ENGINEERING (ME),103.5,,,,,,,Virudhunagar
"SRG Engineering College, SH-95,Mohanur Road, Aniyapuram, Namakkal-637017. (2767)",Artificial Intelligence and Data Science (AD),95.0,91.0,,,,,,Namakkal
"SRG Engineering College, SH-95,Mohanur Road, Aniyapuram, Namakkal-637017. (2767)",BIO MEDICAL ENGINEERING (BM),92.0,,,,,,,Namakkal
"SRG Engineering College, SH-95,Mohanur Road, Aniyapuram, Namakkal-637017. (2767)",CIVIL  ENGINEERING (CE),,,,,,,,Namakkal
"SRG Engineering College, SH-95,Mohanur Road, Aniyapuram, Namakkal-637017. (2767)",COMPUTER SCIENCE AND ENGINEERING (CS),82.0,,,,,,,Namakkal
"SRG Engineering College, SH-95,Mohanur Road, Aniyapuram, Namakkal-637017. (2767)",Computer Science and Engineering (Cyber Security) (SC),88.5,,,,,,,Namakkal
"SRG Engineering College, SH-95,Mohanur Road, Aniyapuram, Namakkal-637017. (2767)",ELECTRICAL AND ELECTRONICS ENGINEERING (EE),,,,,,,,Namakkal
"SRG Engineering College, SH-95,Mohanur Road, Aniyapuram, Namakkal-637017. (2767)",INFORMATION TECHNOLOGY (IT),81.5,,,,,,,Namakkal
"SRG Engineering College, SH-95,Mohanur Road, Aniyapuram, Namakkal-637017. (2767)",MECHANICAL ENGINEERING (ME),,,,,,,,Namakkal
"Sri Balaji Chockalingam Engineering College, Irumbedu, Arni Taluk,Tiruvannamalai District-632317. (1513)",Artificial Intelligence and Data Science (AD),127.5,98.5,,102.5,,122.5,,Other
"Sri Balaji Chockalingam Engineering College, Irumbedu, Arni Taluk,Tiruvannamalai District-632317. (1513)",COMPUTER SCIENCE AND BUSSINESS SYSTEM (CB),98.5,,,,,,,Other
"Sri Balaji Chockalingam Engineering College, Irumbedu, Arni Taluk,Tiruvannamalai District-632317. (1513)",COMPUTER SCIENCE AND ENGINEERING (CS),117.0,95.5,,108.5,92.0,,,Other
"Sri Balaji Chockalingam Engineering College, Irumbedu, Arni Taluk,Tiruvannamalai District-632317. (1513)",ELECTRONICS AND COMMUNICATION ENGINEERING (EC),88.5,,,,,,,Other
"Sri Balaji Chockalingam Engineering College, Irumbedu, Arni Taluk,Tiruvannamalai District-632317. (1513)",INFORMATION TECHNOLOGY (IT),116.0,91.5,,89.0,91.5,,,Other
"Sri Bharathi Engineering College for Women, Aranthangi Road, Kaikurichi, Alangudi Taluk, Pudukkottai-622303. (3852)",CIVIL  ENGINEERING (CE),105.5,,,,,,,Pudukkottai
"Sri Bharathi Engineering College for Women, Aranthangi Road, Kaikurichi, Alangudi Taluk, Pudukkottai-622303. (3852)",COMPUTER SCIENCE AND ENGINEERING (CS),123.5,86.5,,101.5,,,,Pudukkottai
"Sri Bharathi Engineering College for Women, Aranthangi Road, Kaikurichi, Alangudi Taluk, Pudukkottai-622303. (3852)",ELECTRICAL AND ELECTRONICS ENGINEERING (EE),108.0,,,,,,,Pudukkottai
"Sri Bharathi Engineering College for Women, Aranthangi Road, Kaikurichi, Alangudi Taluk, Pudukkottai-622303. (3852)",ELECTRONICS AND COMMUNICATION ENGINEERING (EC),92.5,,,,,,,Pudukkottai
"Sri Bharathi Engineering College for Women, Aranthangi Road, Kaikurichi, Alangudi Taluk, Pudukkottai-622303. (3852)",INFORMATION TECHNOLOGY (IT),121.5,94.0,106.0,83.5,91.0,,,Pudukkottai
"Sri Eshwar College of Engineering (Autonomous), Kondampatti Post, Vadasithur Via, Coimbatore-641202. (2739)",Artificial Intelligence and Data Science (AD),187.5,184.0,176.0,179.0,149.0,171.0,130.5,Coimbatore
"Sri Eshwar College of Engineering (Autonomous), Kondampatti Post, Vadasithur Via, Coimbatore-641202. (2739)",COMPUTER AND  COMMUNICATION ENGINEERING (CO),181.0,180.0,176.5,176.5,138.5,142.5,152.0,Coimbatore
"Sri Eshwar College of Engineering (Autonomous), Kondampatti Post, Vadasithur Via, Coimbatore-641202. (2739)",COMPUTER SCIENCE AND BUSSINESS SYSTEM (CB),182.5,180.5,175.5,174.5,144.0,162.0,,Coimbatore
"Sri Eshwar College of Engineering (Autonomous), Kondampatti Post, Vadasithur Via, Coimbatore-641202. (2739)",COMPUTER SCIENCE AND ENGINEERING (CS),191.0,188.0,179.0,181.0,156.0,133.5,155.0,Coimbatore
"Sri Eshwar College of Engineering (Autonomous), Kondampatti Post, Vadasithur Via, Coimbatore-641202. (2739)",COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING) (AM),185.5,182.0,176.5,175.0,139.0,146.0,146.0,Coimbatore
"Sri Eshwar College of Engineering (Autonomous), Kondampatti Post, Vadasithur Via, Coimbatore-641202. (2739)",Computer Science and Engineering (Cyber Security) (SC),184.0,181.0,180.5,175.5,139.0,139.5,,Coimbatore
"Sri Eshwar College of Engineering (Autonomous), Kondampatti Post, Vadasithur Via, Coimbatore-641202. (2739)",ELECTRICAL AND ELECTRONICS ENGINEERING (EE),179.0,177.5,178.5,172.5,139.5,140.0,,Coimbatore
"Sri Eshwar College of Engineering (Autonomous), Kondampatti Post, Vadasithur Via, Coimbatore-641202. (2739)",ELECTRONICS AND COMMUNICATION ENGINEERING (EC),187.0,183.5,182.5,177.5,140.5,132.5,155.5,Coimbatore
"Sri Eshwar College of Engineering (Autonomous), Kondampatti Post, Vadasithur Via, Coimbatore-641202. (2739)",INFORMATION TECHNOLOGY (IT),188.0,186.5,181.5,179.5,142.5,140.5,,Coimbatore
"Sri Eshwar College of Engineering (Autonomous), Kondampatti Post, Vadasithur Via, Coimbatore-641202. (2739)",MECHANICAL ENGINEERING (ME),178.5,172.5,174.5,166.0,137.0,138.0,,Coimbatore
"Sri Jayaram Institute of Engineering and Technology, 51 N,Elavur, 58 N Natham Village,Gumudipoondi Taluk, Thiruvallur District-601201. (1150)",AGRICULTURAL ENGINEERING (AG),94.5,,,,,,,Other
"Sri Jayaram Institute of Engineering and Technology, 51 N,Elavur, 58 N Natham Village,Gumudipoondi Taluk, Thiruvallur District-601201. (1150)",Artificial Intelligence and Data Science (AD),90.0,,,,,,,Other
"Sri Jayaram Institute of Engineering and Technology, 51 N,Elavur, 58 N Natham Village,Gumudipoondi Taluk, Thiruvallur District-601201. (1150)",BIO MEDICAL ENGINEERING (BM),,,,,,,,Other
"Sri Jayaram Institute of Engineering and Technology, 51 N,Elavur, 58 N Natham Village,Gumudipoondi Taluk, Thiruvallur District-601201. (1150)",COMPUTER SCIENCE AND ENGINEERING (CS),81.0,,,,,,,Other
"Sri Jayaram Institute of Engineering and Technology, 51 N,Elavur, 58 N Natham Village,Gumudipoondi Taluk, Thiruvallur District-601201. (1150)",MECHANICAL ENGINEERING (ME),,,,,,,,Other
"Sri Krishna College of Engineering and Technology (Autonomous), Sugunapuram, Kuniamuthur Post, Coimbatore-641008. (2718)",Artificial Intelligence and Data Science (AD),190.0,188.5,185.5,187.0,167.5,166.0,144.0,Coimbatore
"Sri Krishna College of Engineering and Technology (Autonomous), Sugunapuram, Kuniamuthur Post, Coimbatore-641008. (2718)",CIVIL  ENGINEERING (CE),172.0,168.5,154.5,164.5,139.0,105.5,,Coimbatore
"Sri Krishna College of Engineering and Technology (Autonomous), Sugunapuram, Kuniamuthur Post, Coimbatore-641008. (2718)",COMPUTER SCIENCE AND BUSSINESS SYSTEM (CB),187.5,186.0,,183.5,156.5,144.135,,Coimbatore
"Sri Krishna College of Engineering and Technology (Autonomous), Sugunapuram, Kuniamuthur Post, Coimbatore-641008. (2718)",COMPUTER SCIENCE AND DESIGN (CD),186.0,185.0,185.0,183.0,152.5,159.5,,Coimbatore
"Sri Krishna College of Engineering and Technology (Autonomous), Sugunapuram, Kuniamuthur Post, Coimbatore-641008. (2718)",COMPUTER SCIENCE AND ENGINEERING (CS),192.0,190.0,187.0,188.0,169.5,157.0,160.5,Coimbatore
"Sri Krishna College of Engineering and Technology (Autonomous), Sugunapuram, Kuniamuthur Post, Coimbatore-641008. (2718)",Computer Science and Engineering (Cyber Security) (SC),188.5,187.5,184.5,184.5,160.0,166.0,137.5,Coimbatore
"Sri Krishna College of Engineering and Technology (Autonomous), Sugunapuram, Kuniamuthur Post, Coimbatore-641008. (2718)",ELECTRICAL AND ELECTRONICS ENGINEERING (EE),187.0,184.5,184.0,181.0,146.5,117.0,,Coimbatore
"Sri Krishna College of Engineering and Technology (Autonomous), Sugunapuram, Kuniamuthur Post, Coimbatore-641008. (2718)",ELECTRONICS AND COMMUNICATION ENGINEERING (EC),190.0,188.5,186.5,186.0,162.5,149.0,149.0,Coimbatore
"Sri Krishna College of Engineering and Technology (Autonomous), Sugunapuram, Kuniamuthur Post, Coimbatore-641008. (2718)",INFORMATION TECHNOLOGY (IT),189.5,188.0,185.5,186.0,160.5,151.0,149.5,Coimbatore
"Sri Krishna College of Engineering and Technology (Autonomous), Sugunapuram, Kuniamuthur Post, Coimbatore-641008. (2718)",M.Tech. Computer Science and Engineering (Integrated 5 years) (CJ),185.5,182.5,181.0,179.0,151.5,130.5,114.0,Coimbatore
"Sri Krishna College of Engineering and Technology (Autonomous), Sugunapuram, Kuniamuthur Post, Coimbatore-641008. (2718)",MECHANICAL ENGINEERING (ME),177.0,172.5,169.0,165.5,133.5,110.0,136.0,Coimbatore
"Sri Krishna College of Engineering and Technology (Autonomous), Sugunapuram, Kuniamuthur Post, Coimbatore-641008. (2718)",Mechatronics Engineering (MZ),177.5,174.0,171.5,166.5,135.5,117.0,119.0,Coimbatore
"Sri Krishna College of Engineering, T.R.S. Campus, Sri Krishna Nagar, Tiruttani Road,Arakkonam, Vellore-631003. (1526)",CIVIL  ENGINEERING (CE),,,,,,,,Vellore
"Sri Krishna College of Engineering, T.R.S. Campus, Sri Krishna Nagar, Tiruttani Road,Arakkonam, Vellore-631003. (1526)",COMPUTER SCIENCE AND ENGINEERING (CS),102.5,,,,,,,Vellore
"Sri Krishna College of Engineering, T.R.S. Campus, Sri Krishna Nagar, Tiruttani Road,Arakkonam, Vellore-631003. (1526)",ELECTRICAL AND ELECTRONICS ENGINEERING (EE),,,,,,,,Vellore
"Sri Krishna College of Engineering, T.R.S. Campus, Sri Krishna Nagar, Tiruttani Road,Arakkonam, Vellore-631003. (1526)",ELECTRONICS AND COMMUNICATION ENGINEERING (EC),98.0,,,,,,,Vellore
"Sri Krishna College of Engineering, T.R.S. Campus, Sri Krishna Nagar, Tiruttani Road,Arakkonam, Vellore-631003. (1526)",MECHANICAL ENGINEERING (ME),,,,,,,,Vellore
