College Name,Branch,OC,BC,BCM,MBC,SC,SCA,ST,District
Chennai Institute of Technology (Autonomous) Puduper Village  Nandambakkam Post  Kundrathur  Chennai 600069 (1399),ELECTRONICS AND COMMUNICATION ENGINEERING (EC),193.0,190.5,190.0,189.0,176.0,149.5,143.5,Chennai
Chennai Institute of Technology (Autonomous) Puduper Village  Nandambakkam Post  Kundrathur  Chennai 600069 (1399),Electronics Engineering (VLSI Design and Technology) (EV),189.0,188.0,189.0,185.5,166.26,164.5,,Chennai
Chennai Institute of Technology (Autonomous) Puduper Village  Nandambakkam Post  Kundrathur  Chennai 600069 (1399),INFORMATION TECHNOLOGY (IT),191.0,190.0,190.0,187.5,170.0,154.0,128.0,Chennai
Chennai Institute of Technology (Autonomous) Puduper Village  Nandambakkam Post  Kundrathur  Chennai 600069 (1399),MECHANICAL ENGINEERING (ME),184.0,181.89,183.0,179.745,164.775,150.5,123.5,Chennai
Chennai Institute of Technology (Autonomous) Puduper Village  Nandambakkam Post  Kundrathur  Chennai 600069 (1399),Mechatronics Engineering (MZ),187.5,186.0,184.5,185.0,165.5,143.0,,Chennai
"Cheran College of Technology, Cheran Nagar, Thittuparai, Kangeyam, Tiruppur-638701. (2378)",COMPUTER SCIENCE AND ENGINEERING (CS),,,,,,,,Tiruppur
"Cheran College of Technology, Cheran Nagar, Thittuparai, Kangeyam, Tiruppur-638701. (2378)",Computer Science and Engineering (Cyber Security) (SC),,,,,,,,Tiruppur
"Cheran College of Technology, Cheran Nagar, Thittuparai, Kangeyam, Tiruppur-638701. (2378)",ELECTRONICS AND COMMUNICATION ENGINEERING (EC),152.5,,,,,,,Tiruppur
"Cheran College of Technology, Cheran Nagar, Thittuparai, Kangeyam, Tiruppur-638701. (2378)",MECHANICAL ENGINEERING (ME),,,,,,,,Tiruppur
"Chettinad College of Engineering and Technology, NH-67, Karur to Trichy Highways, Puliyur CF, Karur-639114. (2630)",Artificial Intelligence and Data Science (AD),156.0,128.5,112.5,129.5,102.5,93.5,,Karur
"Chettinad College of Engineering and Technology, NH-67, Karur to Trichy Highways, Puliyur CF, Karur-639114. (2630)",COMPUTER SCIENCE AND ENGINEERING (CS),145.0,140.0,118.5,134.5,104.5,107.0,,Karur
"Chettinad College of Engineering and Technology, NH-67, Karur to Trichy Highways, Puliyur CF, Karur-639114. (2630)",ELECTRICAL AND ELECTRONICS ENGINEERING (EE),119.0,100.5,98.0,105.5,84.5,88.0,,Karur
"Chettinad College of Engineering and Technology, NH-67, Karur to Trichy Highways, Puliyur CF, Karur-639114. (2630)",ELECTRONICS AND COMMUNICATION ENGINEERING (EC),146.5,128.0,97.0,121.0,98.0,140.5,,Karur
"Chettinad College of Engineering and Technology, NH-67, Karur to Trichy Highways, Puliyur CF, Karur-639114. (2630)",INFORMATION TECHNOLOGY (IT),136.0,129.5,108.0,126.5,114.0,126.0,,Karur
"Chettinad College of Engineering and Technology, NH-67, Karur to Trichy Highways, Puliyur CF, Karur-639114. (2630)",MECHANICAL ENGINEERING (ME),111.5,85.5,,96.5,,,,Karur
"Christ The King Engineering College, Cecilia Gardens, Chikkarampalayam Village, Karamadai, Coimbatore-641104. (2650)",Artificial Intelligence and Data Science (AD),123.5,85.0,,82.5,87.0,102.0,,Coimbatore
"Christ The King Engineering College, Cecilia Gardens, Chikkarampalayam Village, Karamadai, Coimbatore-641104. (2650)",COMPUTER SCIENCE AND ENGINEERING (CS),113.5,86.5,95.5,81.5,101.0,,89.0,Coimbatore
"Christ The King Engineering College, Cecilia Gardens, Chikkarampalayam Village, Karamadai, Coimbatore-641104. (2650)",ELECTRICAL AND ELECTRONICS ENGINEERING (EE),,,,,,,,Coimbatore
"Christ The King Engineering College, Cecilia Gardens, Chikkarampalayam Village, Karamadai, Coimbatore-641104. (2650)",ELECTRONICS AND COMMUNICATION ENGINEERING (EC),98.0,,,81.5,,,80.5,Coimbatore
"Christ The King Engineering College, Cecilia Gardens, Chikkarampalayam Village, Karamadai, Coimbatore-641104. (2650)",INFORMATION TECHNOLOGY (IT),116.5,91.0,,95.0,88.0,,,Coimbatore
"Christ The King Engineering College, Cecilia Gardens, Chikkarampalayam Village, Karamadai, Coimbatore-641104. (2650)",MECHANICAL ENGINEERING (ME),81.0,,,,,,,Coimbatore
"Christian College of Engineering and Technology, Near Check Post, Oddanchatram, Dindigul-624619. (5703)",AGRICULTURAL ENGINEERING (AG),113.5,,,,,,,Dindigul
"Christian College of Engineering and Technology, Near Check Post, Oddanchatram, Dindigul-624619. (5703)",Artificial Intelligence and Data Science (AD),135.5,108.5,88.0,127.5,127.0,,,Dindigul
"Christian College of Engineering and Technology, Near Check Post, Oddanchatram, Dindigul-624619. (5703)",CIVIL  ENGINEERING (CE),93.0,,,,,,,Dindigul
"Christian College of Engineering and Technology, Near Check Post, Oddanchatram, Dindigul-624619. (5703)",COMPUTER SCIENCE AND ENGINEERING (CS),123.5,99.0,,87.0,86.0,114.5,,Dindigul
"Christian College of Engineering and Technology, Near Check Post, Oddanchatram, Dindigul-624619. (5703)",COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING) (AM),96.5,,,,,,,Dindigul
"Christian College of Engineering and Technology, Near Check Post, Oddanchatram, Dindigul-624619. (5703)",ELECTRICAL AND ELECTRONICS ENGINEERING (EE),114.5,,,,,,,Dindigul
"Christian College of Engineering and Technology, Near Check Post, Oddanchatram, Dindigul-624619. (5703)",ELECTRONICS AND COMMUNICATION ENGINEERING (EC),95.0,88.5,,,,90.5,,Dindigul
"Christian College of Engineering and Technology, Near Check Post, Oddanchatram, Dindigul-624619. (5703)",INFORMATION TECHNOLOGY (IT),112.5,84.0,84.0,,86.5,98.0,,Dindigul
"Christian College of Engineering and Technology, Near Check Post, Oddanchatram, Dindigul-624619. (5703)",MECHANICAL ENGINEERING (ME),84.5,,,,,,,Dindigul
"CMS College of Engineering, CMS Nagar, Eranapuram Post, Namakkal-637003. (2635)",Artificial Intelligence and Data Science (AD),101.0,,,,,,,Namakkal
"CMS College of Engineering, CMS Nagar, Eranapuram Post, Namakkal-637003. (2635)",BIO MEDICAL ENGINEERING (BM),81.5,,,,,,,Namakkal
"CMS College of Engineering, CMS Nagar, Eranapuram Post, Namakkal-637003. (2635)",COMPUTER SCIENCE AND ENGINEERING (CS),96.0,,,,,,,Namakkal
"CMS College of Engineering, CMS Nagar, Eranapuram Post, Namakkal-637003. (2635)",Computer Science and Engineering (Cyber Security) (SC),80.5,,,,,,,Namakkal
"CMS College of Engineering, CMS Nagar, Eranapuram Post, Namakkal-637003. (2635)",ELECTRICAL AND ELECTRONICS ENGINEERING (EE),95.0,,,,,,,Namakkal
"CMS College of Engineering, CMS Nagar, Eranapuram Post, Namakkal-637003. (2635)",ELECTRONICS AND COMMUNICATION ENGINEERING (EC),104.5,,,,,,,Namakkal
"CMS College of Engineering, CMS Nagar, Eranapuram Post, Namakkal-637003. (2635)",MECHANICAL ENGINEERING (ME),90.0,,,85.5,,,,Namakkal
"Coimbatore Institute of Engineering and Technology (Autonomous), Vellimalaipattinam, Narasipuram Post, Thondamuthur Via, Coimbatore-641109. (2704)",Artificial Intelligence and Data Science (AD),171.5,160.5,159.0,156.0,134.0,123.0,,Coimbatore
"Coimbatore Institute of Engineering and Technology (Autonomous), Vellimalaipattinam, Narasipuram Post, Thondamuthur Via, Coimbatore-641109. (2704)",CIVIL  ENGINEERING (CE),130.0,94.0,120.0,84.0,107.0,,,Coimbatore
"Coimbatore Institute of Engineering and Technology (Autonomous), Vellimalaipattinam, Narasipuram Post, Thondamuthur Via, Coimbatore-641109. (2704)",COMPUTER SCIENCE AND ENGINEERING (CS),170.0,161.5,154.0,158.0,125.0,151.5,,Coimbatore
"Coimbatore Institute of Engineering and Technology (Autonomous), Vellimalaipattinam, Narasipuram Post, Thondamuthur Via, Coimbatore-641109. (2704)",COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING) (AM),158.0,153.0,154.0,149.0,115.5,138.0,,Coimbatore
"Coimbatore Institute of Engineering and Technology (Autonomous), Vellimalaipattinam, Narasipuram Post, Thondamuthur Via, Coimbatore-641109. (2704)",Computer Science and Engineering (Cyber Security) (SC),158.0,153.5,140.5,148.5,112.0,122.5,,Coimbatore
"Coimbatore Institute of Engineering and Technology (Autonomous), Vellimalaipattinam, Narasipuram Post, Thondamuthur Via, Coimbatore-641109. (2704)",ELECTRICAL AND ELECTRONICS ENGINEERING (EE),155.5,149.0,,147.0,102.0,144.0,,Coimbatore
"Coimbatore Institute of Engineering and Technology (Autonomous), Vellimalaipattinam, Narasipuram Post, Thondamuthur Via, Coimbatore-641109. (2704)",ELECTRONICS AND COMMUNICATION ENGINEERING (EC),171.5,163.0,148.5,158.5,144.0,103.0,,Coimbatore
"Coimbatore Institute of Engineering and Technology (Autonomous), Vellimalaipattinam, Narasipuram Post, Thondamuthur Via, Coimbatore-641109. (2704)",Electronics Engineering (VLSI Design and Technology) (EV),142.5,133.0,107.0,117.0,,,,Coimbatore
"Coimbatore Institute of Engineering and Technology (Autonomous), Vellimalaipattinam, Narasipuram Post, Thondamuthur Via, Coimbatore-641109. (2704)",INFORMATION TECHNOLOGY (IT),169.0,158.0,164.5,162.5,132.0,129.5,,Coimbatore
"Coimbatore Institute of Engineering and Technology (Autonomous), Vellimalaipattinam, Narasipuram Post, Thondamuthur Via, Coimbatore-641109. (2704)",MECHANICAL ENGINEERING (ME),135.5,91.0,100.0,113.0,,,,Coimbatore
"Coimbatore Institute of Engineering and Technology (Autonomous), Vellimalaipattinam, Narasipuram Post, Thondamuthur Via, Coimbatore-641109. (2704)",Mechatronics Engineering (MZ),144.0,121.5,,114.0,107.0,108.0,,Coimbatore
Coimbatore Institute of Technology (Autonomous)  Civil Aerodrome Post  Coimbatore District 641014 (2007),ARTIFICIAL INTELLIGENCE AND DATA SCIENCE (SS) (AT),195.5,195.0,195.0,193.0,185.0,,,Coimbatore
Coimbatore Institute of Technology (Autonomous)  Civil Aerodrome Post  Coimbatore District 641014 (2007),CHEMICAL  ENGINEERING (CH),189.0,185.0,184.5,182.5,173.0,169.0,179.0,Coimbatore
Coimbatore Institute of Technology (Autonomous)  Civil Aerodrome Post  Coimbatore District 641014 (2007),CHEMICAL  ENGINEERING (SS) (CL),186.0,183.5,185.5,179.5,173.0,143.0,,Coimbatore
Coimbatore Institute of Technology (Autonomous)  Civil Aerodrome Post  Coimbatore District 641014 (2007),CIVIL  ENGINEERING (CE),184.5,179.5,177.0,181.0,173.5,164.5,,Coimbatore
Coimbatore Institute of Technology (Autonomous)  Civil Aerodrome Post  Coimbatore District 641014 (2007),CIVIL  ENGINEERING (SS) (CN),183.0,178.0,160.0,179.5,170.5,,,Coimbatore
Coimbatore Institute of Technology (Autonomous)  Civil Aerodrome Post  Coimbatore District 641014 (2007),COMPUTER SCIENCE AND ENGINEERING (CS),197.0,196.0,195.0,195.5,191.0,186.5,186.0,Coimbatore
Coimbatore Institute of Technology (Autonomous)  Civil Aerodrome Post  Coimbatore District 641014 (2007),COMPUTER SCIENCE AND ENGINEERING (SS) (CM),196.0,196.0,195.0,195.0,185.5,184.5,173.5,Coimbatore
Coimbatore Institute of Technology (Autonomous)  Civil Aerodrome Post  Coimbatore District 641014 (2007),ELECTRICAL AND ELECTRONICS ENGINEERING (EE),193.5,192.5,190.5,192.0,180.0,179.0,,Coimbatore
Coimbatore Institute of Technology (Autonomous)  Civil Aerodrome Post  Coimbatore District 641014 (2007),ELECTRICAL AND ELECTRONICS ENGINEERING (SS) (EY),192.0,190.5,189.0,189.5,176.5,170.5,,Coimbatore
Coimbatore Institute of Technology (Autonomous)  Civil Aerodrome Post  Coimbatore District 641014 (2007),ELECTRONICS AND COMMUNICATION ENGINEERING (EC),196.0,195.5,195.5,194.5,187.0,186.5,,Coimbatore
Coimbatore Institute of Technology (Autonomous)  Civil Aerodrome Post  Coimbatore District 641014 (2007),ELECTRONICS AND COMMUNICATION ENGINEERING (SS) (EM),195.0,194.0,194.0,193.5,185.0,182.5,,Coimbatore
Coimbatore Institute of Technology (Autonomous)  Civil Aerodrome Post  Coimbatore District 641014 (2007),INFORMATION TECHNOLOGY (SS) (IM),195.5,195.0,194.5,194.5,185.5,182.0,180.5,Coimbatore
Coimbatore Institute of Technology (Autonomous)  Civil Aerodrome Post  Coimbatore District 641014 (2007),MECHANICAL ENGINEERING (ME),189.0,185.0,187.0,184.0,171.5,175.0,,Coimbatore
Coimbatore Institute of Technology (Autonomous)  Civil Aerodrome Post  Coimbatore District 641014 (2007),MECHANICAL ENGINEERING (SS) (MF),184.5,182.0,181.0,179.5,164.5,170.0,,Coimbatore
"CSI College of Engineering, Ketti Valley, The Nilgiris-643215. (2705)",Artificial Intelligence and Data Science (AD),131.5,99.5,122.0,82.0,98.5,,,The Nilgiris
"CSI College of Engineering, Ketti Valley, The Nilgiris-643215. (2705)",CIVIL  ENGINEERING (CE),110.5,,,,,,,The Nilgiris
"CSI College of Engineering, Ketti Valley, The Nilgiris-643215. (2705)",COMPUTER SCIENCE AND ENGINEERING (CS),116.0,87.0,81.0,101.5,88.5,,,The Nilgiris
"CSI College of Engineering, Ketti Valley, The Nilgiris-643215. (2705)",COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING) (AM),93.5,,92.0,,89.0,,,The Nilgiris
"CSI College of Engineering, Ketti Valley, The Nilgiris-643215. (2705)",Computer Science and Engineering (Cyber Security) (SC),118.0,86.0,89.5,,89.5,,,The Nilgiris
"CSI College of Engineering, Ketti Valley, The Nilgiris-643215. (2705)",ELECTRICAL AND ELECTRONICS ENGINEERING (EE),132.5,,,,,,,The Nilgiris
"CSI College of Engineering, Ketti Valley, The Nilgiris-643215. (2705)",ELECTRONICS AND COMMUNICATION ENGINEERING (EC),92.5,83.5,,,,,,The Nilgiris
"CSI College of Engineering, Ketti Valley, The Nilgiris-643215. (2705)",INFORMATION TECHNOLOGY (IT),105.5,98.5,102.5,98.5,96.5,,,The Nilgiris
"CSI College of Engineering, Ketti Valley, The Nilgiris-643215. (2705)",MECHANICAL ENGINEERING (ME),86.0,,,,,,,The Nilgiris
"Dhaanish Ahmed College of Engineering, Dhaanish Nagar, Vanchuvancherry, Padappai(Near Tambaram), Sriperumbudur Taluk, Kancheepuram District-601301. (1424)",Artificial Intelligence and Data Science (AD),147.0,101.5,144.5,118.0,96.0,,,Kancheepuram
"Dhaanish Ahmed College of Engineering, Dhaanish Nagar, Vanchuvancherry, Padappai(Near Tambaram), Sriperumbudur Taluk, Kancheepuram District-601301. (1424)",COMPUTER SCIENCE AND BUSSINESS SYSTEM (CB),141.0,125.5,137.0,132.5,,,,Kancheepuram
"Dhaanish Ahmed College of Engineering, Dhaanish Nagar, Vanchuvancherry, Padappai(Near Tambaram), Sriperumbudur Taluk, Kancheepuram District-601301. (1424)",COMPUTER SCIENCE AND ENGINEERING (CS),152.0,108.0,144.5,92.5,102.0,135.0,,Kancheepuram
"Dhaanish Ahmed College of Engineering, Dhaanish Nagar, Vanchuvancherry, Padappai(Near Tambaram), Sriperumbudur Taluk, Kancheepuram District-601301. (1424)",ELECTRICAL AND ELECTRONICS ENGINEERING (EE),129.5,105.0,128.5,105.0,98.0,,,Kancheepuram
"Dhaanish Ahmed College of Engineering, Dhaanish Nagar, Vanchuvancherry, Padappai(Near Tambaram), Sriperumbudur Taluk, Kancheepuram District-601301. (1424)",ELECTRONICS AND COMMUNICATION ENGINEERING (EC),144.5,100.5,143.0,109.5,119.0,,,Kancheepuram
"Dhaanish Ahmed College of Engineering, Dhaanish Nagar, Vanchuvancherry, Padappai(Near Tambaram), Sriperumbudur Taluk, Kancheepuram District-601301. (1424)",MECHANICAL ENGINEERING (ME),,,,,,,,Kancheepuram
"Dhaanish Ahmed College of Engineering, Dhaanish Nagar, Vanchuvancherry, Padappai(Near Tambaram), Sriperumbudur Taluk, Kancheepuram District-601301. (1424)",PETROLEUM ENGINEERING (PE),120.5,104.5,,102.5,113.0,,,Kancheepuram
"Dhaanish Ahmed College of Engineering, Dhaanish Nagar, Vanchuvancherry, Padappai(Near Tambaram), Sriperumbudur Taluk, Kancheepuram District-601301. (1424)",ROBOTICS AND AUTOMATION (RM),135.0,88.5,,113.5,85.0,,,Kancheepuram
"Dhaanish Ahmed Institute of Technology, Pitchanur Village, Coimbatore-641018. (2349)",Artificial Intelligence and Data Science (AD),131.5,92.5,129.5,114.5,93.0,,,Coimbatore
"Dhaanish Ahmed Institute of Technology, Pitchanur Village, Coimbatore-641018. (2349)",BIO MEDICAL ENGINEERING (BM),93.0,,,,,,,Coimbatore
"Dhaanish Ahmed Institute of Technology, Pitchanur Village, Coimbatore-641018. (2349)",COMPUTER SCIENCE AND ENGINEERING (CS),119.5,,115.5,104.0,91.0,,,Coimbatore
"Dhaanish Ahmed Institute of Technology, Pitchanur Village, Coimbatore-641018. (2349)",COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING) (AM),102.0,,,,,,,Coimbatore
"Dhaanish Ahmed Institute of Technology, Pitchanur Village, Coimbatore-641018. (2349)",Computer Science and Engineering (Cyber Security) (SC),101.5,96.5,85.0,88.5,,,,Coimbatore
"Dhaanish Ahmed Institute of Technology, Pitchanur Village, Coimbatore-641018. (2349)",ELECTRONICS AND COMMUNICATION ENGINEERING (EC),124.5,105.5,122.5,112.0,,,,Coimbatore
"Dhaanish Ahmed Institute of Technology, Pitchanur Village, Coimbatore-641018. (2349)",FOOD TECHNOLOGY (FD),94.5,92.0,80.0,85.5,,,,Coimbatore
"Dhaanish Ahmed Institute of Technology, Pitchanur Village, Coimbatore-641018. (2349)",ROBOTICS AND AUTOMATION (RM),105.0,,96.0,87.0,,,,Coimbatore
"Dhanalakshmi College of Engineering, Manimangalam Puducheri Road, Manimangalam, Manimangalam Post, Sriperumbudur Taluk, Kancheepuram District, Chennai-601301. (1405)",Artificial Intelligence and Data Science (AD),148.5,127.5,133.5,119.5,109.0,106.5,,Kancheepuram
"Dhanalakshmi College of Engineering, Manimangalam Puducheri Road, Manimangalam, Manimangalam Post, Sriperumbudur Taluk, Kancheepuram District, Chennai-601301. (1405)",COMPUTER SCIENCE AND ENGINEERING (CS),148.0,127.0,141.0,121.5,116.5,,,Kancheepuram
"Dhanalakshmi College of Engineering, Manimangalam Puducheri Road, Manimangalam, Manimangalam Post, Sriperumbudur Taluk, Kancheepuram District, Chennai-601301. (1405)",COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING) (AM),122.5,98.5,114.0,95.0,112.0,,,Kancheepuram
"Dhanalakshmi College of Engineering, Manimangalam Puducheri Road, Manimangalam, Manimangalam Post, Sriperumbudur Taluk, Kancheepuram District, Chennai-601301. (1405)",Computer Science and Engineering (Cyber Security) (SC),136.0,115.5,119.5,96.0,107.0,,,Kancheepuram
"Dhanalakshmi College of Engineering, Manimangalam Puducheri Road, Manimangalam, Manimangalam Post, Sriperumbudur Taluk, Kancheepuram District, Chennai-601301. (1405)",ELECTRICAL AND ELECTRONICS ENGINEERING (EE),91.0,,,,,,,Kancheepuram
"Dhanalakshmi College of Engineering, Manimangalam Puducheri Road, Manimangalam, Manimangalam Post, Sriperumbudur Taluk, Kancheepuram District, Chennai-601301. (1405)",ELECTRONICS AND COMMUNICATION ENGINEERING (EC),135.7346939,115.0,,112.0,106.5,,,Kancheepuram
"Dhanalakshmi College of Engineering, Manimangalam Puducheri Road, Manimangalam, Manimangalam Post, Sriperumbudur Taluk, Kancheepuram District, Chennai-601301. (1405)",INFORMATION TECHNOLOGY (IT),146.5,124.0,107.0,116.5,106.0,,,Kancheepuram
"Dhanalakshmi College of Engineering, Manimangalam Puducheri Road, Manimangalam, Manimangalam Post, Sriperumbudur Taluk, Kancheepuram District, Chennai-601301. (1405)",MECHANICAL ENGINEERING (ME),94.0,,,,,,,Kancheepuram
"Dhanalakshmi Srinivasan College of Engineering (CBE), NH-47, Palakkad Main Road, Navakkarai Post, Coimbatore-641105. (2743)",AGRICULTURAL ENGINEERING (AG),133.0,101.5,,115.0,130.0,,,Coimbatore
"Dhanalakshmi Srinivasan College of Engineering (CBE), NH-47, Palakkad Main Road, Navakkarai Post, Coimbatore-641105. (2743)",Artificial Intelligence and Data Science (AD),159.0,144.0,143.0,143.0,98.5,95.5,106.0,Coimbatore
"Dhanalakshmi Srinivasan College of Engineering (CBE), NH-47, Palakkad Main Road, Navakkarai Post, Coimbatore-641105. (2743)",BIO MEDICAL ENGINEERING (BM),139.0,102.0,132.0,99.5,102.0,84.5,121.0,Coimbatore
"Dhanalakshmi Srinivasan College of Engineering (CBE), NH-47, Palakkad Main Road, Navakkarai Post, Coimbatore-641105. (2743)",CIVIL  ENGINEERING (CE),125.5,88.0,,82.0,117.5,,,Coimbatore
"Dhanalakshmi Srinivasan College of Engineering (CBE), NH-47, Palakkad Main Road, Navakkarai Post, Coimbatore-641105. (2743)",COMPUTER SCIENCE AND ENGINEERING (CS),156.5,144.0,137.0,140.0,106.5,124.5,113.5,Coimbatore
"Dhanalakshmi Srinivasan College of Engineering (CBE), NH-47, Palakkad Main Road, Navakkarai Post, Coimbatore-641105. (2743)",Computer Science and Engineering (Cyber Security) (SC),153.5,143.5,151.5,143.0,112.5,107.0,,Coimbatore
"Dhanalakshmi Srinivasan College of Engineering (CBE), NH-47, Palakkad Main Road, Navakkarai Post, Coimbatore-641105. (2743)",ELECTRICAL AND ELECTRONICS ENGINEERING (EE),139.0,128.0,120.0,132.0,90.0,133.5,,Coimbatore
"Dhanalakshmi Srinivasan College of Engineering (CBE), NH-47, Palakkad Main Road, Navakkarai Post, Coimbatore-641105. (2743)",ELECTRONICS AND COMMUNICATION ENGINEERING (EC),150.0,142.0,138.0,139.0,110.0,123.5,,Coimbatore
"Dhanalakshmi Srinivasan College of Engineering (CBE), NH-47, Palakkad Main Road, Navakkarai Post, Coimbatore-641105. (2743)",FOOD TECHNOLOGY (FD),136.0,114.5,126.0,92.5,104.0,127.5,,Coimbatore
"Dhanalakshmi Srinivasan College of Engineering (CBE), NH-47, Palakkad Main Road, Navakkarai Post, Coimbatore-641105. (2743)",MECHANICAL ENGINEERING (ME),132.0,96.5,126.0,103.0,107.5,122.0,,Coimbatore
"Dhanalakshmi Srinivasan College of Engineering and Technology, ECR, Poonjeri, Mamallapuram, Kanchipuram-603104. (1322)",AERONAUTICAL ENGINEERING (AE),111.5,109.0,,102.0,97.0,,,Other
"Dhanalakshmi Srinivasan College of Engineering and Technology, ECR, Poonjeri, Mamallapuram, Kanchipuram-603104. (1322)",AGRICULTURAL ENGINEERING (AG),96.0,,,,,,,Other
"Dhanalakshmi Srinivasan College of Engineering and Technology, ECR, Poonjeri, Mamallapuram, Kanchipuram-603104. (1322)",Artificial Intelligence and Data Science (AD),134.5,87.0,93.5,90.5,97.0,92.0,,Other
"Dhanalakshmi Srinivasan College of Engineering and Technology, ECR, Poonjeri, Mamallapuram, Kanchipuram-603104. (1322)",BIO MEDICAL ENGINEERING (BM),109.0,,105.0,86.0,98.5,,,Other
"Dhanalakshmi Srinivasan College of Engineering and Technology, ECR, Poonjeri, Mamallapuram, Kanchipuram-603104. (1322)",CIVIL  ENGINEERING (CE),99.0,,,,,,,Other
"Dhanalakshmi Srinivasan College of Engineering and Technology, ECR, Poonjeri, Mamallapuram, Kanchipuram-603104. (1322)",COMPUTER SCIENCE AND ENGINEERING (CS),133.5,93.5,121.0,92.0,101.0,121.0,91.5,Other
"Dhanalakshmi Srinivasan College of Engineering and Technology, ECR, Poonjeri, Mamallapuram, Kanchipuram-603104. (1322)",COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING) (AM),105.0,101.5,,99.5,84.5,,,Other
"Dhanalakshmi Srinivasan College of Engineering and Technology, ECR, Poonjeri, Mamallapuram, Kanchipuram-603104. (1322)",Computer Science and Engineering (Cyber Security) (SC),132.0,95.0,111.0,102.5,106.0,,,Other
"Dhanalakshmi Srinivasan College of Engineering and Technology, ECR, Poonjeri, Mamallapuram, Kanchipuram-603104. (1322)",ELECTRICAL AND ELECTRONICS ENGINEERING (EE),93.0,,,,,,,Other
"Dhanalakshmi Srinivasan College of Engineering and Technology, ECR, Poonjeri, Mamallapuram, Kanchipuram-603104. (1322)",ELECTRONICS AND COMMUNICATION ENGINEERING (EC),139.0,106.5,105.0,112.0,80.5,100.0,,Other
"Dhanalakshmi Srinivasan College of Engineering and Technology, ECR, Poonjeri, Mamallapuram, Kanchipuram-603104. (1322)",FOOD TECHNOLOGY (FD),95.5,,,,,,,Other
"Dhanalakshmi Srinivasan College of Engineering and Technology, ECR, Poonjeri, Mamallapuram, Kanchipuram-603104. (1322)",INFORMATION TECHNOLOGY (IT),110.5,101.0,99.0,98.5,88.0,,,Other
"Dhanalakshmi Srinivasan College of Engineering and Technology, ECR, Poonjeri, Mamallapuram, Kanchipuram-603104. (1322)",MECHANICAL ENGINEERING (ME),83.5,,,,,,,Other
"Dhanalakshmi Srinivasan Engineering College (Autonomous), Thuraiyur Road, Perambalur-621212. (3805)",AERONAUTICAL ENGINEERING (AE),120.0,104.5,107.5,110.0,,,,Perambalur
"Dhanalakshmi Srinivasan Engineering College (Autonomous), Thuraiyur Road, Perambalur-621212. (3805)",AGRICULTURAL ENGINEERING (AG),93.5,,,,,,,Perambalur
"Dhanalakshmi Srinivasan Engineering College (Autonomous), Thuraiyur Road, Perambalur-621212. (3805)",Artificial Intelligence and Data Science (AD),148.5,133.5,133.5,132.0,98.5,119.0,,Perambalur
"Dhanalakshmi Srinivasan Engineering College (Autonomous), Thuraiyur Road, Perambalur-621212. (3805)",BIO MEDICAL ENGINEERING (BM),114.0,99.5,97.5,107.0,85.5,,,Perambalur
"Dhanalakshmi Srinivasan Engineering College (Autonomous), Thuraiyur Road, Perambalur-621212. (3805)",BIO TECHNOLOGY (BT),111.5,,,,107.0,,,Perambalur
"Dhanalakshmi Srinivasan Engineering College (Autonomous), Thuraiyur Road, Perambalur-621212. (3805)",CHEMICAL  ENGINEERING (CH),119.5,103.0,111.0,87.5,111.0,,,Perambalur
"Dhanalakshmi Srinivasan Engineering College (Autonomous), Thuraiyur Road, Perambalur-621212. (3805)",CIVIL  ENGINEERING (CE),111.0,107.0,94.5,85.0,,,,Perambalur
"Dhanalakshmi Srinivasan Engineering College (Autonomous), Thuraiyur Road, Perambalur-621212. (3805)",COMPUTER SCIENCE AND ENGINEERING (CS),153.0,136.5,138.5,140.5,104.5,97.5,,Perambalur
"Dhanalakshmi Srinivasan Engineering College (Autonomous), Thuraiyur Road, Perambalur-621212. (3805)",Computer Science and Engineering (Cyber Security) (SC),142.0,128.0,128.0,129.5,89.0,,,Perambalur
"Dhanalakshmi Srinivasan Engineering College (Autonomous), Thuraiyur Road, Perambalur-621212. (3805)",ELECTRICAL AND ELECTRONICS ENGINEERING (EE),126.5,97.5,82.0,112.5,104.0,,,Perambalur
"Dhanalakshmi Srinivasan Engineering College (Autonomous), Thuraiyur Road, Perambalur-621212. (3805)",ELECTRONICS AND COMMUNICATION ENGINEERING (EC),140.0,113.0,124.0,123.0,91.0,97.0,,Perambalur
"Dhanalakshmi Srinivasan Engineering College (Autonomous), Thuraiyur Road, Perambalur-621212. (3805)",FOOD TECHNOLOGY (FD),122.0,92.5,,95.0,91.5,,,Perambalur
"Dhanalakshmi Srinivasan Engineering College (Autonomous), Thuraiyur Road, Perambalur-621212. (3805)",INFORMATION TECHNOLOGY (IT),144.0,130.0,120.5,132.5,83.5,126.0,116.5,Perambalur
"Dhanalakshmi Srinivasan Engineering College (Autonomous), Thuraiyur Road, Perambalur-621212. (3805)",MECHANICAL ENGINEERING (ME),113.0,101.5,,103.0,,,,Perambalur
